District ID,District Name,School ID,School Name,School Year,Number of Students Tested,Standard CMT Score Summary Average Scale Score,Standard CMT Score Summary Percent at above Goal level,Standard CMT Score Summary Percent at above Proficient level
286,Highville Charter School District,1,Highville Charter School,2007-08,20,268.6,85,100
264,Integrated Day Charter School District,1,Integrated Day Charter School,2007-08,33,241.8,60.6,75.8
261,Jumoke Academy District,1,Jumoke Academy,2007-08,46,245.3,56.5,78.3
68,Kent School District,1,Kent Center School,2007-08,28,263,64.3,89.3
69,Killingly School District,1,Killingly Central School,2007-08,87,251,65.5,86.2
69,Killingly School District,3,Killingly Memorial School,2007-08,104,220.2,32.7,59.6
245,Learn,1,Multicultural Magnet School,2007-08,83,239.5,50.6,75.9
71,Lebanon School District,1,Lebanon Elementary School,2007-08,96,259.6,70.8,92.7
72,Ledyard School District,4,Gallup Hill School,2007-08,44,270,75,93.2
72,Ledyard School District,3,Juliet W. Long School,2007-08,76,270.6,73.7,97.4
72,Ledyard School District,1,Ledyard Center School,2007-08,55,263.4,67.3,94.5
73,Lisbon School District,1,Lisbon Central School,2007-08,59,264,72.9,89.8
74,Litchfield School District,2,Center School,2007-08,93,268.2,74.2,92.5
76,Madison School District,2,Island Avenue Elementary School,2007-08,80,293.7,87.5,95
76,Madison School District,1,J. Milton Jeffrey Elementary School,2007-08,107,287.9,89.7,96.3
76,Madison School District,3,Kathleen H. Ryerson Elementary School,2007-08,88,284.8,86.4,94.3
77,Manchester School District,1,Bowers School,2007-08,70,258.1,65.7,88.6
77,Manchester School District,3,Buckley School,2007-08,50,277.6,72,92
77,Manchester School District,4,Highland Park School,2007-08,56,258.3,62.5,83.9
77,Manchester School District,6,Keeney School,2007-08,50,253.8,62,82
77,Manchester School District,16,Martin School,2007-08,35,255.3,74.3,88.6
77,Manchester School District,9,Nathan Hale School,2007-08,53,231,41.5,73.6
77,Manchester School District,10,Robertson School,2007-08,57,262.7,70.2,86
77,Manchester School District,12,Verplanck School,2007-08,57,241.3,43.9,80.7
77,Manchester School District,13,Waddell School,2007-08,56,224.4,32.1,67.9
77,Manchester School District,14,Washington School,2007-08,50,226.9,32,64
78,Mansfield School District,4,Annie E. Vinton School,2007-08,44,297.8,97.7,100
78,Mansfield School District,2,Dorothy C. Goodwin School,2007-08,41,266,73.2,85.4
78,Mansfield School District,5,Southeast Elementary School,2007-08,37,252.4,62.2,83.8
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2007-08,90,283.3,83.3,93.3
80,Meriden School District,1,Benjamin Franklin School,2007-08,46,244.8,47.8,78.3
80,Meriden School District,11,Casimir Pulaski School,2007-08,120,221.9,35,60.8
80,Meriden School District,3,Hanover School,2007-08,93,224.5,38.7,62.4
80,Meriden School District,4,Israel Putnam School,2007-08,114,238.4,44.7,71.9
80,Meriden School District,5,John Barry School,2007-08,86,202.1,22.1,47.7
80,Meriden School District,7,Nathan Hale School,2007-08,100,233.1,37,69
80,Meriden School District,8,Roger Sherman School,2007-08,70,207.6,28.6,44.3
80,Meriden School District,10,Thomas Hooker School,2007-08,60,258.5,65,83.3
83,Middletown School District,2,Bielefield School,2007-08,59,231.3,37.3,71.2
83,Middletown School District,5,Farm Hill School,2007-08,44,233.6,47.7,75
83,Middletown School District,13,Lawrence School,2007-08,36,261.5,63.9,91.7
83,Middletown School District,9,MacDonough School,2007-08,37,232.9,40.5,70.3
83,Middletown School District,12,Moody School,2007-08,73,257.5,64.4,87.7
83,Middletown School District,11,Snow School,2007-08,55,245.2,56.4,78.2
83,Middletown School District,1,Spencer School,2007-08,68,243.6,45.6,77.9
83,Middletown School District,14,Wesley School,2007-08,48,280.4,81.3,97.9
84,Milford School District,1,Calf Pen Meadow School,2007-08,56,261.5,69.6,89.3
84,Milford School District,19,J. F. Kennedy School,2007-08,65,245.4,52.3,83.1
84,Milford School District,16,Live Oaks School,2007-08,50,278.6,84,94
84,Milford School District,17,Mathewson School,2007-08,98,270.3,76.5,94.9
84,Milford School District,7,Meadowside School,2007-08,60,252.7,60,91.7
84,Milford School District,8,Orange Avenue School,2007-08,72,259.9,69.4,86.1
84,Milford School District,18,Orchard Hills School,2007-08,69,243.2,50.7,84.1
84,Milford School District,10,Pumpkin Delight School,2007-08,36,265.5,66.7,94.4
84,Milford School District,14,Simon Lake School,2007-08,40,252.2,62.5,85
85,Monroe School District,5,Fawn Hollow Elementary School,2007-08,119,287.1,84,92.4
85,Monroe School District,1,Monroe Elementary School,2007-08,55,283.3,83.6,92.7
85,Monroe School District,3,Stepney Elementary School,2007-08,118,281.4,81.4,89.8
86,Montville School District,7,Dr. Charles E. Murphy School,2007-08,60,276.4,83.3,96.7
86,Montville School District,1,Mohegan School,2007-08,62,249.4,64.5,88.7
86,Montville School District,5,Oakdale School,2007-08,70,266.6,71.4,95.7
88,Naugatuck School District,8,Andrew Avenue School,2007-08,47,230.6,31.9,72.3
88,Naugatuck School District,1,Central Avenue School,2007-08,66,243.1,57.6,78.8
88,Naugatuck School District,5,Hop Brook Elementary School,2007-08,76,236.1,47.4,67.1
88,Naugatuck School District,3,Maple Hill School,2007-08,71,240.7,52.1,76.1
88,Naugatuck School District,6,Salem School,2007-08,43,272.2,79.1,93
88,Naugatuck School District,7,Western School,2007-08,61,225.8,42.6,70.5
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",2007-08,39,215.8,23.1,59
89,New Britain School District,3,Chamberlain School,2007-08,82,208.2,25.6,47.6
89,New Britain School District,11,Diloreto Magnet School,2007-08,97,209.8,24.7,46.4
89,New Britain School District,5,Gaffney School,2007-08,50,220.6,36,50
89,New Britain School District,6,Holmes School,2007-08,57,203.9,31.6,52.6
89,New Britain School District,7,Jefferson School,2007-08,72,200.3,18.1,38.9
89,New Britain School District,8,Lincoln School,2007-08,88,222.6,33,60.2
89,New Britain School District,9,Northend School,2007-08,51,190.5,9.8,25.5
89,New Britain School District,12,Smalley Academy,2007-08,112,230.5,41.1,65.2
89,New Britain School District,13,Smith School,2007-08,92,216,29.3,48.9
89,New Britain School District,15,Vance School,2007-08,86,213.2,31.4,51.2
90,New Canaan School District,4,East School,2007-08,112,283.5,82.1,94.6
90,New Canaan School District,2,South School,2007-08,101,280.7,86.1,98
90,New Canaan School District,3,West School,2007-08,115,292,93,100
91,New Fairfield School District,2,Meeting House Hill School,2007-08,220,250.7,59.5,85.9
92,New Hartford School District,3,Ann Antolini School,2007-08,96,300.5,90.6,99
93,New Haven School District,15,Augusta Lewis Troup School,2007-08,46,203.8,17.4,45.7
93,New Haven School District,2,Barnard Environmental Magnet School,2007-08,74,217.9,29.7,56.8
93,New Haven School District,3,Beecher School,2007-08,48,223.6,35.4,60.4
93,New Haven School District,18,Benjamin Jepson Magnet School,2007-08,44,221.2,29.5,59.1
93,New Haven School District,43,Bishop Woods School,2007-08,50,214.3,22,58
93,New Haven School District,48,Celentano School,2007-08,68,211.2,23.5,61.8
93,New Haven School District,41,Christopher Columbus Academy,2007-08,41,238.2,51.2,75.6
93,New Haven School District,42,Clemente Leadership Academy,2007-08,50,179.8,4,32
93,New Haven School District,6,Clinton Avenue School,2007-08,89,222.6,38.2,62.9
93,New Haven School District,31,Conte/West Hills Magnet School,2007-08,72,242.9,48.6,84.7
93,New Haven School District,9,Davis 21st Century Magnet Elementary School,2007-08,54,259.8,64.8,85.2
93,New Haven School District,46,East Rock Community Magnet School,2007-08,58,224.1,34.5,67.2
93,New Haven School District,12,Edgewood School,2007-08,50,273.8,76,94
93,New Haven School District,16,Fair Haven School,2007-08,46,197.2,13,43.5
93,New Haven School District,7,Hill Central Music Academy,2007-08,51,198,23.5,45.1
93,New Haven School District,13,John C. Daniels,2007-08,69,242.1,47.8,76.8
93,New Haven School District,8,John S. Martinez School,2007-08,81,219.2,29.6,61.7
93,New Haven School District,4,Katherine Brennan School,2007-08,46,191.8,15.2,34.8
93,New Haven School District,30,King/Robinson Magnet School,2007-08,43,226.1,32.6,72.1
93,New Haven School District,20,Lincoln-Bassett School,2007-08,44,211.4,22.7,52.3
93,New Haven School District,49,Microsociety Magnet School,2007-08,20,218,30,70
93,New Haven School District,14,Nathan Hale School,2007-08,63,231.1,41.3,66.7
93,New Haven School District,10,Ross/Woodward School,2007-08,71,208.7,22.5,52.1
93,New Haven School District,11,Timothy Dwight School,2007-08,53,219.6,35.8,58.5
93,New Haven School District,29,Truman School,2007-08,44,211.7,25,43.2
93,New Haven School District,25,"Vincent E. Mauro Elementary Math, Science and Technology Magnet School",2007-08,67,253.1,62.7,89.6
93,New Haven School District,32,Wexler/Grant Community School,2007-08,48,241.1,54.2,79.2
93,New Haven School District,38,Worthington Hooker School,2007-08,44,284.3,79.5,90.9
95,New London School District,2,Harbor School,2007-08,55,218.5,32.7,56.4
95,New London School District,3,Jennings School,2007-08,59,211.4,23.7,50.8
95,New London School District,9,Nathan Hale School,2007-08,59,220.9,28.8,50.8
95,New London School District,8,Winthrop School,2007-08,56,210.6,23.2,50
96,New Milford School District,5,Hill And Plain School,2007-08,118,257,65.3,92.4
96,New Milford School District,7,John Pettibone School,2007-08,116,252.2,62.1,82.8
96,New Milford School District,8,Northville Elementary School,2007-08,126,257,61.9,88.9
94,Newington School District,6,Anna Reynolds School,2007-08,90,268.3,68.9,92.2
94,Newington School District,2,Elizabeth Green School,2007-08,52,255.4,61.5,80.8
94,Newington School District,8,John Paterson School,2007-08,82,248.1,56.1,81.7
94,Newington School District,7,Ruth Chaffee School,2007-08,80,285,76.3,90
97,Newtown School District,1,Hawley Elementary School,2007-08,75,287.8,89.3,98.7
97,Newtown School District,4,Head O'Meadow Elementary School,2007-08,109,284.1,86.2,100
97,Newtown School District,3,Middle Gate Elementary School,2007-08,107,264.7,70.1,89.7
97,Newtown School District,2,Sandy Hook Elementary School,2007-08,129,290.7,89.1,94.6
98,Norfolk School District,1,Botelle Elementary School,2007-08,24,248.3,62.5,91.7
99,North Branford School District,4,Jerome Harrison School,2007-08,96,229.7,34.4,66.7
99,North Branford School District,6,Totoket Valley Elementary School,2007-08,95,248.3,57.9,83.2
100,North Canaan School District,1,North Canaan Elementary School,2007-08,39,259.3,66.7,84.6
101,North Haven School District,8,Clintonville Elementary School,2007-08,52,270.8,80.8,92.3
101,North Haven School District,7,Green Acres Elementary School,2007-08,61,258.7,70.5,86.9
101,North Haven School District,2,Montowese Elementary School,2007-08,81,257.3,65.4,88.9
101,North Haven School District,3,Ridge Road Elementary School,2007-08,81,283.7,87.7,93.8
102,North Stonington School District,1,North Stonington Elementary School,2007-08,71,263,76.1,91.5
103,Norwalk School District,2,Brookside Elementary School,2007-08,67,248,62.7,80.6
103,Norwalk School District,3,Columbus Magnet School,2007-08,63,252,61.9,79.4
103,Norwalk School District,4,Cranbury Elementary School,2007-08,64,251.8,62.5,81.3
103,Norwalk School District,20,Fox Run Elementary School,2007-08,68,271.5,75,91.2
103,Norwalk School District,7,Jefferson Magnet School,2007-08,72,246.5,50,69.4
103,Norwalk School District,8,Kendall Elementary School,2007-08,80,240,51.3,73.8
103,Norwalk School District,22,Marvin Elementary School,2007-08,61,234.5,42.6,70.5
103,Norwalk School District,21,Naramake Elementary School,2007-08,53,249.1,62.3,88.7
103,Norwalk School District,13,Rowayton School,2007-08,61,274.9,77,96.7
103,Norwalk School District,23,Silvermine Elementary School,2007-08,65,254.7,60,81.5
103,Norwalk School District,14,Tracey School,2007-08,63,239.2,44.4,76.2
103,Norwalk School District,24,Wolfpit School,2007-08,43,247.4,53.5,81.4
104,Norwich School District,1,Bishop School,2007-08,NA,NA,NA,NA
104,Norwich School District,6,Greeneville School,2007-08,49,239.2,53.1,69.4
104,Norwich School District,14,John B. Stanton School,2007-08,39,247.6,64.1,76.9
104,Norwich School District,20,John M. Moriarty School,2007-08,67,238,47.8,73.1
104,Norwich School District,8,Samuel Huntington School,2007-08,72,224.4,38.9,62.5
104,Norwich School District,17,Thomas W. Mahan School,2007-08,39,226.6,43.6,66.7
104,Norwich School District,19,Uncas School,2007-08,29,220.6,31,69
104,Norwich School District,18,Veterans' Memorial School,2007-08,38,200.2,15.8,44.7
104,Norwich School District,15,Wequonnoc School,2007-08,31,198.2,19.4,41.9
106,Old Saybrook School District,2,Kathleen E. Goodwin School,2007-08,95,254.1,54.7,90.5
107,Orange School District,5,Peck Place School,2007-08,60,273.7,83.3,93.3
107,Orange School District,3,Race Brook School,2007-08,78,277.9,82.1,97.4
107,Orange School District,4,Turkey Hill School,2007-08,46,259.8,67.4,89.1
108,Oxford School District,1,Oxford Center School,2007-08,183,263.2,71,90.7
109,Plainfield School District,1,Moosup Elementary School,2007-08,98,243.3,54.1,77.6
109,Plainfield School District,4,Shepard Hill Elementary School,2007-08,105,247.3,54.3,84.8
110,Plainville School District,4,Frank T. Wheeler School,2007-08,56,247.2,60.7,73.2
110,Plainville School District,2,Linden Street School,2007-08,69,241.7,47.8,72.5
110,Plainville School District,5,Louis Toffolon School,2007-08,52,271.2,71.2,82.7
111,Plymouth School District,1,Main Street School,2007-08,59,230,40.7,64.4
111,Plymouth School District,2,Plymouth Center School,2007-08,73,261.8,67.1,83.6
112,Pomfret School District,1,Pomfret Community School,2007-08,59,254,66.1,84.7
113,Portland School District,4,Gildersleeve School,2007-08,118,252,66.1,81.4
114,Preston School District,4,Preston Veterans' Memorial School,2007-08,40,273.1,72.5,90
116,Putnam School District,3,Putnam Elementary School,2007-08,87,247.3,59.8,80.5
117,Redding School District,1,Redding Elementary School,2007-08,151,287.3,88.7,98
206,Regional School District 06,1,Goshen Center School,2007-08,27,266.1,74.1,96.3
206,Regional School District 06,2,James Morris School,2007-08,35,244.4,57.1,85.7
206,Regional School District 06,3,Warren Elementary School,2007-08,NA,NA,NA,NA
210,Regional School District 10,3,Harwinton Consolidated School,2007-08,107,256.7,73.8,91.6
210,Regional School District 10,2,Lake Garda Elementary School,2007-08,131,259.3,65.6,84.7
212,Regional School District 12,2,Booth Free School,2007-08,NA,NA,NA,NA
212,Regional School District 12,1,The Burnham School,2007-08,NA,NA,NA,NA
212,Regional School District 12,4,Washington Primary School,2007-08,28,275.7,78.6,89.3
213,Regional School District 13,2,Francis E. Korn School,2007-08,110,252.8,59.1,86.4
213,Regional School District 13,5,John Lyman School,2007-08,74,253.5,63.5,85.1
214,Regional School District 14,2,Mitchell Elementary School,2007-08,140,265.8,71.4,92.1
215,Regional School District 15,4,Gainfield Elementary School,2007-08,79,279.7,84.8,96.2
215,Regional School District 15,7,Long Meadow Elementary School,2007-08,94,274.6,80.9,94.7
215,Regional School District 15,6,Middlebury Elementary School,2007-08,71,277.2,77.5,94.4
215,Regional School District 15,5,Pomperaug School,2007-08,93,265.9,77.4,93.5
216,Regional School District 16,3,Algonquin School,2007-08,117,262.4,70.9,92.3
216,Regional School District 16,1,Laurel Ledge School,2007-08,65,254.4,61.5,87.7
217,Regional School District 17,2,Burr District Elementary School,2007-08,49,266.3,75.5,89.8
217,Regional School District 17,1,Haddam Elementary School,2007-08,48,271.2,77.1,89.6
217,Regional School District 17,3,Killingworth Elementary School,2007-08,90,268.1,76.7,90
218,Regional School District 18,3,Center School,2007-08,89,272.1,76.4,93.3
218,Regional School District 18,1,Lyme Consolidated School,2007-08,30,241.2,43.3,80
118,Ridgefield School District,8,Barlow Mountain Elementary School,2007-08,68,280.2,85.3,97.1
118,Ridgefield School District,6,Branchville Elementary School,2007-08,75,281.4,84,94.7
118,Ridgefield School District,4,Farmingville Elementary School,2007-08,69,276.8,81.2,92.8
118,Ridgefield School District,3,Ridgebury Elementary School,2007-08,85,264.6,76.5,94.1
118,Ridgefield School District,5,Scotland Elementary School,2007-08,69,264.9,71,91.3
118,Ridgefield School District,2,Veterans Park Elementary School,2007-08,54,300,92.6,100
119,Rocky Hill School District,4,Myrtle H. Stevens School,2007-08,98,258.3,65.3,89.8
119,Rocky Hill School District,5,West Hill School,2007-08,100,271.6,74,93
121,Salem School District,1,Salem Elementary School,2007-08,42,268.1,76.2,90.5
122,Salisbury School District,1,Salisbury Central School,2007-08,47,277.4,83,97.9
123,Scotland School District,1,Scotland Elementary School,2007-08,20,246.7,60,85
124,Seymour School District,3,Anna L. Lopresti School,2007-08,60,261.9,73.3,85
124,Seymour School District,1,Bungay School,2007-08,93,281.8,86,96.8
124,Seymour School District,4,Paul Chatfield School,2007-08,37,276.3,78.4,89.2
125,Sharon School District,1,Sharon Center School,2007-08,25,241.1,40,80
126,Shelton School District,10,Booth Hill School,2007-08,63,257.3,63.5,87.3
126,Shelton School District,5,Elizabeth Shelton School,2007-08,94,266,73.4,90.4
126,Shelton School District,4,Lafayette School,2007-08,44,219.3,27.3,59.1
126,Shelton School District,8,Long Hill School,2007-08,93,246.6,52.7,82.8
126,Shelton School District,9,Mohegan School,2007-08,92,265.6,75,91.3
126,Shelton School District,6,Sunnyside School,2007-08,40,271.1,80,95
127,Sherman School District,1,Sherman School,2007-08,45,277.7,77.8,97.8
270,Side By Side Community School District,1,Side By Side Community School,2007-08,23,225.7,26.1,60.9
128,Simsbury School District,1,Central School,2007-08,45,275.9,82.2,93.3
128,Simsbury School District,6,Latimer Lane School,2007-08,99,281.4,81.8,93.9
128,Simsbury School District,7,Squadron Line School,2007-08,121,273,77.7,88.4
128,Simsbury School District,3,Tariffville School,2007-08,48,285.5,81.3,93.8
128,Simsbury School District,4,Tootin' Hills School,2007-08,59,287.1,91.5,98.3
129,Somers School District,4,Somers Elementary School,2007-08,113,254.2,69,82.3
132,South Windsor School District,7,Eli Terry School,2007-08,69,252.8,62.3,84.1
132,South Windsor School District,6,Orchard Hill School,2007-08,72,253,59.7,79.2
132,South Windsor School District,1,Philip R. Smith School,2007-08,70,250.6,60,85.7
132,South Windsor School District,2,Pleasant Valley School,2007-08,79,259.2,73.4,93.7
132,South Windsor School District,4,Wapping Elementary School,2007-08,54,268.4,79.6,96.3
131,Southington School District,15,Derynoski Elementary School,2007-08,116,277.3,82.8,94.8
131,Southington School District,13,Flanders School,2007-08,55,264.8,70.9,80
131,Southington School District,2,Hatton School,2007-08,59,276.7,81.4,96.6
131,Southington School District,6,Plantsville School at North Center,2007-08,38,287.9,89.5,97.4
131,Southington School District,7,South End School,2007-08,31,276.8,83.9,90.3
131,Southington School District,8,Strong School,2007-08,80,290.5,85,97.5
131,Southington School District,9,Thalberg School,2007-08,53,308.7,88.7,100
131,Southington School District,14,Urbin T. Kelley School,2007-08,73,284.2,90.4,100
133,Sprague School District,1,Sayles School,2007-08,33,227.5,36.4,66.7
134,Stafford School District,6,Stafford Elementary School,2007-08,157,257.5,65.6,89.8
135,Stamford School District,20,Davenport Ridge School,2007-08,74,257,63.5,83.8
135,Stamford School District,22,Hart School,2007-08,69,230.6,40.6,65.2
135,Stamford School District,12,Julia A. Stark School,2007-08,100,215,32,53
135,Stamford School District,5,K. T. Murphy School,2007-08,79,240.5,51.9,75.9
135,Stamford School District,6,Newfield School,2007-08,106,245.3,55.7,80.2
135,Stamford School District,18,Northeast School,2007-08,133,257.4,63.2,78.2
135,Stamford School District,8,Rogers International School,2007-08,81,263.6,60.5,82.7
135,Stamford School District,9,Roxbury School,2007-08,120,238.5,43.3,71.7
135,Stamford School District,11,Springdale School,2007-08,85,241.2,55.3,70.6
135,Stamford School District,21,Stillmeadow School,2007-08,99,244.7,55.6,71.7
135,Stamford School District,19,Toquam Magnet School,2007-08,73,253.8,57.5,80.8
135,Stamford School District,14,Westover School,2007-08,103,284.2,76.7,91.3
136,Sterling School District,3,Sterling Community School,2007-08,45,262.3,71.1,86.7
137,Stonington School District,5,Deans Mill School,2007-08,102,271.9,76.5,90.2
137,Stonington School District,4,West Broad Street School,2007-08,82,258.8,64.6,86.6
138,Stratford School District,3,Chapel School,2007-08,62,255.1,58.1,80.6
138,Stratford School District,13,Eli Whitney School,2007-08,82,259,65.9,92.7
138,Stratford School District,4,Franklin School,2007-08,51,233,49,64.7
138,Stratford School District,8,Lordship School,2007-08,29,264,65.5,96.6
138,Stratford School District,9,Nichols School,2007-08,64,240.1,50,76.6
138,Stratford School District,10,Second Hill Lane School,2007-08,72,245.2,50,83.3
138,Stratford School District,15,Stratford Academy - Johnson House,2007-08,92,254.7,62,88
138,Stratford School District,14,Wilcoxson School,2007-08,65,252.7,58.5,84.6
139,Suffield School District,3,McAlister Intermediate School,2007-08,178,251.5,61.2,86
140,Thomaston School District,1,Black Rock School,2007-08,91,255,62.6,86.8
141,Thompson School District,1,Mary R. Fisher Elementary School,2007-08,110,254.1,60,84.5
142,Tolland School District,2,Tolland Intermediate School,2007-08,255,254.6,65.5,86.7
143,Torrington School District,1,East School,2007-08,88,244.1,50,80.7
143,Torrington School District,2,Forbes School,2007-08,61,212,29.5,50.8
143,Torrington School District,8,Southwest School,2007-08,48,243.9,45.8,75
143,Torrington School District,9,Torringford School,2007-08,98,249.4,54.1,79.6
143,Torrington School District,13,Vogel-Wetmore School,2007-08,77,238.3,48.1,75.3
144,Trumbull School District,1,Booth Hill School,2007-08,87,287.4,89.7,96.6
144,Trumbull School District,8,Daniels Farm School,2007-08,90,286.9,85.6,96.7
144,Trumbull School District,10,Frenchtown Elementary School,2007-08,95,290.8,85.3,98.9
144,Trumbull School District,4,Jane Ryan School,2007-08,81,302.5,91.4,98.8
144,Trumbull School District,3,Middlebrook School,2007-08,77,286.8,87,94.8
144,Trumbull School District,9,Tashua School,2007-08,63,292.7,84.1,95.2
145,Union School District,1,Union Elementary School,2007-08,NA,NA,NA,NA
146,Vernon School District,14,Center Road School,2007-08,83,249.6,61.4,79.5
146,Vernon School District,1,Lake Street School,2007-08,44,254.8,65.9,81.8
146,Vernon School District,2,Maple Street School,2007-08,63,232.1,39.7,71.4
146,Vernon School District,3,Northeast School,2007-08,49,243,55.1,79.6
146,Vernon School District,10,Skinner Road School,2007-08,54,263.6,68.5,85.2
147,Voluntown School District,1,Voluntown Elementary School,2007-08,29,236,48.3,86.2
148,Wallingford School District,10,Cook Hill School,2007-08,60,251,63.3,83.3
148,Wallingford School District,9,Evarts C. Stevens School,2007-08,51,267.4,74.5,92.2
148,Wallingford School District,2,Highland School,2007-08,63,264.9,68.3,92.1
148,Wallingford School District,1,Moses Y. Beach School,2007-08,58,266.7,72.4,87.9
148,Wallingford School District,3,Parker Farms School,2007-08,53,278.7,83,98.1
148,Wallingford School District,12,Pond Hill School,2007-08,49,262.8,77.6,87.8
148,Wallingford School District,4,Rock Hill School,2007-08,47,258.6,68.1,89.4
148,Wallingford School District,8,Yalesville School,2007-08,85,265,71.8,92.9
151,Waterbury School District,21,B. W. Tinker School,2007-08,100,237.6,49,79
151,Waterbury School District,3,Barnard School,2007-08,47,219.7,27.7,59.6
151,Waterbury School District,10,Brooklyn Elementary School,2007-08,34,240.3,50,79.4
151,Waterbury School District,5,Bucks Hill School,2007-08,73,218.8,21.9,58.9
151,Waterbury School District,6,Bunker Hill School,2007-08,82,238.8,50,73.2
151,Waterbury School District,27,Carrington School,2007-08,85,228.1,40,68.2
151,Waterbury School District,9,Driggs School,2007-08,91,228.3,37.4,68.1
151,Waterbury School District,14,F. J. Kingsbury School,2007-08,85,215.3,22.4,61.2
151,Waterbury School District,26,Gilmartin School,2007-08,NA,NA,NA,NA
151,Waterbury School District,7,H. S. Chase School,2007-08,125,228.8,44.8,65.6
151,Waterbury School District,13,Hopeville School,2007-08,65,262.8,69.2,90.8
151,Waterbury School District,31,Maloney Interdistrict Magnet School,2007-08,84,247.5,50,82.1
151,Waterbury School District,11,Margaret M. Generali Elementary School,2007-08,82,244.6,56.1,80.5
151,Waterbury School District,28,Regan School,2007-08,46,259.2,69.6,82.6
151,Waterbury School District,33,Rotella Interdistrict Magnet School,2007-08,87,255.9,60.9,88.5
151,Waterbury School District,20,Sprague School,2007-08,62,206.9,17.7,43.5
151,Waterbury School District,22,Walsh School,2007-08,96,200.3,13.5,42.7
151,Waterbury School District,23,Washington School,2007-08,46,250.9,54.3,82.6
151,Waterbury School District,8,Wendell L. Cross School,2007-08,58,232.8,39.7,75.9
151,Waterbury School District,32,Woodrow Wilson School,2007-08,50,220.4,38,62
152,Waterford School District,1,Cohanzie Elementary School,2007-08,81,278.9,80.2,91.4
152,Waterford School District,2,Great Neck Elementary School,2007-08,46,256.9,71.7,82.6
152,Waterford School District,6,Oswegatchie Elementary School,2007-08,61,261,63.9,88.5
152,Waterford School District,5,Southwest Elementary School,2007-08,43,278,88.4,95.3
153,Watertown School District,3,Fletcher W. Judson School,2007-08,115,255.8,69.6,89.6
153,Watertown School District,4,Polk School,2007-08,129,247.2,58.9,86.8
155,West Hartford School District,16,Aiken School,2007-08,75,262.9,68,89.3
155,West Hartford School District,2,Braeburn School,2007-08,74,287.1,85.1,93.2
155,West Hartford School District,4,Bugbee School,2007-08,60,286.2,80,93.3
155,West Hartford School District,5,Charter Oak Academy,2007-08,68,225,36.8,60.3
155,West Hartford School District,6,Duffy School,2007-08,81,274,76.5,86.4
155,West Hartford School District,9,Morley School,2007-08,60,289.5,86.7,96.7
155,West Hartford School District,10,Norfeldt School,2007-08,85,257.6,69.4,82.4
155,West Hartford School District,17,Smith School,2007-08,56,257.3,62.5,83.9
155,West Hartford School District,12,Webster Hill School,2007-08,68,278.1,79.4,92.6
155,West Hartford School District,13,Whiting Lane School,2007-08,60,255,68.3,80
155,West Hartford School District,15,Wolcott School,2007-08,64,275.2,81.3,95.3
156,West Haven School District,8,Alma E. Pagels School,2007-08,57,247.1,54.4,82.5
156,West Haven School District,13,Anna V. Molloy School,2007-08,41,245.7,56.1,87.8
156,West Haven School District,10,Clarence E. Thompson School,2007-08,61,229.6,41,72.1
156,West Haven School District,6,Edith E. Mackrille School,2007-08,56,270,75,92.9
156,West Haven School District,3,Forest School,2007-08,60,237.4,48.3,76.7
156,West Haven School District,14,Savin Rock Community School,2007-08,78,228.2,35.9,70.5
156,West Haven School District,4,Seth G. Haley School,2007-08,78,223.4,34.6,56.4
156,West Haven School District,12,Washington School,2007-08,72,235.7,47.2,73.6
154,Westbrook School District,2,Daisy Ingraham School,2007-08,74,269.5,83.8,94.6
157,Weston School District,2,Weston Intermediate School,2007-08,194,277.7,80.9,96.4
158,Westport School District,3,Coleytown Elementary School,2007-08,76,279.6,85.5,96.1
158,Westport School District,4,Green's Farms School,2007-08,88,283.9,85.2,95.5
158,Westport School District,5,King's Highway Elementary School,2007-08,73,292.3,91.8,97.3
158,Westport School District,7,Long Lots School,2007-08,107,290.8,84.1,92.5
158,Westport School District,8,Saugatuck Elementary School,2007-08,84,277.9,79.8,96.4
159,Wethersfield School District,8,Alfred W. Hanmer School,2007-08,48,243.6,56.3,79.2
159,Wethersfield School District,10,Charles Wright School,2007-08,41,260.9,70.7,90.2
159,Wethersfield School District,2,Emerson-Williams School,2007-08,64,269,76.6,90.6
159,Wethersfield School District,11,Highcrest School,2007-08,55,274.1,67.3,87.3
159,Wethersfield School District,12,Samuel B. Webb Elementary School,2007-08,60,238.6,38.3,75
160,Willington School District,1,Center School,2007-08,55,237.3,47.3,69.1
161,Wilton School District,7,Cider Mill School,2007-08,332,274.1,78.6,94.3
162,Winchester School District,4,Batcheller Early Education Center,2007-08,52,249.8,55.8,90.4
162,Winchester School District,2,Mary P. Hinsdale School,2007-08,55,248,63.6,81.8
163,Windham School District,1,Natchaug School,2007-08,60,200.2,20,41.7
163,Windham School District,3,North Windham School,2007-08,84,235.4,39.3,71.4
163,Windham School District,6,W. B. Sweeney School,2007-08,62,225,33.9,53.2
163,Windham School District,5,Windham Center School,2007-08,48,216.6,27.1,50
165,Windsor Locks School District,4,South Elementary School,2007-08,123,252.9,63.4,79.7
164,Windsor School District,1,Clover Street School,2007-08,59,221.1,35.6,57.6
164,Windsor School District,8,John F. Kennedy School,2007-08,85,226.2,38.8,68.2
