Town,Type,Year,Date,Value
Manchester,EMP,2009,3/1/2009,30213
Manchester,EMP,2009,4/1/2009,30489
Manchester,EMP,2009,5/1/2009,30379
Manchester,EMP,2009,6/1/2009,30558
Manchester,EMP,2009,7/1/2009,30763
Manchester,EMP,2009,8/1/2009,30553
Manchester,EMP,2009,9/1/2009,30168
Manchester,EMP,2009,10/1/2009,30389
Manchester,EMP,2009,11/1/2009,30345
Manchester,EMP,2009,12/1/2009,29924
Manchester,EMP,2010,1/1/2010,30406
Manchester,EMP,2010,2/1/2010,30483
Manchester,EMP,2010,3/1/2010,30762
Manchester,EMP,2010,4/1/2010,31050
Manchester,EMP,2010,5/1/2010,30875
Manchester,EMP,2010,6/1/2010,31031
Manchester,EMP,2010,7/1/2010,31115
Manchester,EMP,2010,8/1/2010,31071
Manchester,EMP,2010,9/1/2010,31013
Manchester,EMP,2010,10/1/2010,31236
Manchester,EMP,2010,11/1/2010,31171
Manchester,EMP,2010,12/1/2010,30976
Manchester,EMP,2011,1/1/2011,30699
Manchester,EMP,2011,2/1/2011,30761
Manchester,EMP,2011,3/1/2011,31016
Manchester,EMP,2011,4/1/2011,31133
Manchester,EMP,2011,5/1/2011,31062
Manchester,EMP,2011,6/1/2011,31123
Manchester,EMP,2011,7/1/2011,31146
Manchester,EMP,2011,8/1/2011,31248
Manchester,EMP,2011,9/1/2011,31242
Manchester,EMP,2011,10/1/2011,31597
Manchester,EMP,2011,11/1/2011,31683
Manchester,EMP,2011,12/1/2011,31543
Manchester,EMP,2012,1/1/2012,30302
Manchester,EMP,2012,2/1/2012,30484
Manchester,EMP,2012,3/1/2012,30634
Manchester,EMP,2012,4/1/2012,30693
Manchester,EMP,2012,5/1/2012,30637
Manchester,EMP,2012,6/1/2012,30743
Manchester,EMP,2012,7/1/2012,30751
Manchester,EMP,2012,8/1/2012,30536
Manchester,EMP,2012,9/1/2012,30590
Manchester,EMP,2012,10/1/2012,30805
Manchester,EMP,2012,11/1/2012,30742
Manchester,EMP,2012,12/1/2012,30584
Manchester,EMP,2013,1/1/2013,30177
Manchester,EMP,2013,2/1/2013,30218
Manchester,EMP,2013,3/1/2013,30340
Manchester,UN,2005,1/1/2005,1524
Manchester,UN,2005,2/1/2005,1546
Manchester,UN,2005,3/1/2005,1490
Manchester,UN,2005,4/1/2005,1437
Manchester,UN,2005,5/1/2005,1503
Manchester,UN,2005,6/1/2005,1564
Manchester,UN,2005,7/1/2005,1552
Manchester,UN,2005,8/1/2005,1474
Manchester,UN,2005,9/1/2005,1481
Manchester,UN,2005,10/1/2005,1389
Manchester,UN,2005,11/1/2005,1414
Manchester,UN,2005,12/1/2005,1245
Manchester,UN,2006,1/1/2006,1435
Manchester,UN,2006,2/1/2006,1465
Manchester,UN,2006,3/1/2006,1360
Manchester,UN,2006,4/1/2006,1232
Manchester,UN,2006,5/1/2006,1304
Manchester,UN,2006,6/1/2006,1421
Manchester,UN,2006,7/1/2006,1471
Manchester,UN,2006,8/1/2006,1408
Manchester,UN,2006,9/1/2006,1355
Manchester,UN,2006,10/1/2006,1221
Manchester,UN,2006,11/1/2006,1284
Manchester,UN,2006,12/1/2006,1176
Manchester,UN,2007,1/1/2007,1492
Manchester,UN,2007,2/1/2007,1445
Manchester,UN,2007,3/1/2007,1336
Manchester,UN,2007,4/1/2007,1288
Manchester,UN,2007,5/1/2007,1394
Manchester,UN,2007,6/1/2007,1443
Manchester,UN,2007,7/1/2007,1517
Manchester,UN,2007,8/1/2007,1384
Manchester,UN,2007,9/1/2007,1368
Manchester,UN,2007,10/1/2007,1364
Manchester,UN,2007,11/1/2007,1441
Manchester,UN,2007,12/1/2007,1420
Manchester,UN,2008,1/1/2008,1636
Manchester,UN,2008,2/1/2008,1636
Manchester,UN,2008,3/1/2008,1609
Manchester,UN,2008,4/1/2008,1472
Manchester,UN,2008,5/1/2008,1720
Manchester,UN,2008,6/1/2008,1821
Manchester,UN,2008,7/1/2008,1940
Manchester,UN,2008,8/1/2008,1976
Manchester,UN,2008,9/1/2008,1962
Manchester,UN,2008,10/1/2008,1903
Manchester,UN,2008,11/1/2008,1923
Manchester,UN,2008,12/1/2008,1987
Manchester,UN,2009,1/1/2009,2408
Manchester,UN,2009,2/1/2009,2504
Manchester,UN,2009,3/1/2009,2503
Manchester,UN,2009,4/1/2009,2592
Manchester,UN,2009,5/1/2009,2802
Manchester,UN,2009,6/1/2009,2995
Manchester,UN,2009,7/1/2009,3034
Manchester,UN,2009,8/1/2009,2741
Manchester,UN,2009,9/1/2009,2675
Manchester,UN,2009,10/1/2009,2682
Manchester,UN,2009,11/1/2009,2607
Manchester,UN,2009,12/1/2009,2975
Manchester,UN,2010,1/1/2010,3019
Manchester,UN,2010,2/1/2010,3026
Manchester,UN,2010,3/1/2010,2916
Manchester,UN,2010,4/1/2010,2799
Manchester,UN,2010,5/1/2010,3016
Manchester,UN,2010,6/1/2010,3049
Manchester,UN,2010,7/1/2010,3127
Manchester,UN,2010,8/1/2010,3160
Manchester,UN,2010,9/1/2010,3006
Manchester,UN,2010,10/1/2010,2908
Manchester,UN,2010,11/1/2010,2991
Manchester,UN,2010,12/1/2010,2840
Manchester,UN,2011,1/1/2011,3092
Manchester,UN,2011,2/1/2011,3126
Manchester,UN,2011,3/1/2011,2930
Manchester,UN,2011,4/1/2011,2778
Manchester,UN,2011,5/1/2011,2927
Manchester,UN,2011,6/1/2011,2972
Manchester,UN,2011,7/1/2011,2981
Manchester,UN,2011,8/1/2011,2941
Manchester,UN,2011,9/1/2011,2790
Manchester,UN,2011,10/1/2011,2675
Manchester,UN,2011,11/1/2011,2543
Manchester,UN,2011,12/1/2011,2423
Manchester,UN,2012,1/1/2012,2640
Manchester,UN,2012,2/1/2012,2961
Manchester,UN,2012,3/1/2012,2848
Manchester,UN,2012,4/1/2012,2766
Manchester,UN,2012,5/1/2012,3032
Manchester,UN,2012,6/1/2012,3062
Manchester,UN,2012,7/1/2012,3159
Manchester,UN,2012,8/1/2012,2724
Manchester,UN,2012,9/1/2012,2452
Manchester,UN,2012,10/1/2012,2584
Manchester,UN,2012,11/1/2012,2478
Manchester,UN,2012,12/1/2012,2462
Manchester,UN,2013,1/1/2013,2846
Manchester,UN,2013,2/1/2013,2486
Manchester,UN,2013,3/1/2013,2532
Manchester,RT,2005,1/1/2005,5
Manchester,RT,2005,2/1/2005,5.1
Manchester,RT,2005,3/1/2005,4.9
Manchester,RT,2005,4/1/2005,4.7
Manchester,RT,2005,5/1/2005,4.9
Manchester,RT,2005,6/1/2005,5
Manchester,RT,2005,7/1/2005,4.9
Manchester,RT,2005,8/1/2005,4.7
Manchester,RT,2005,9/1/2005,4.8
Manchester,RT,2005,10/1/2005,4.4
Manchester,RT,2005,11/1/2005,4.5
Manchester,RT,2005,12/1/2005,4
Manchester,RT,2006,1/1/2006,4.7
Manchester,RT,2006,2/1/2006,4.7
Manchester,RT,2006,3/1/2006,4.4
Manchester,RT,2006,4/1/2006,4
Manchester,RT,2006,5/1/2006,4.2
Manchester,RT,2006,6/1/2006,4.5
Manchester,RT,2006,7/1/2006,4.6
Manchester,RT,2006,8/1/2006,4.4
Manchester,RT,2006,9/1/2006,4.3
Manchester,RT,2006,10/1/2006,3.8
Manchester,RT,2006,11/1/2006,4
Manchester,RT,2006,12/1/2006,3.7
Manchester,RT,2007,1/1/2007,4.7
Manchester,RT,2007,2/1/2007,4.6
Manchester,RT,2007,3/1/2007,4.2
Manchester,RT,2007,4/1/2007,4.1
Manchester,RT,2007,5/1/2007,4.4
Manchester,RT,2007,6/1/2007,4.5
Manchester,RT,2007,7/1/2007,4.7
Manchester,RT,2007,8/1/2007,4.3
Manchester,RT,2007,9/1/2007,4.3
Manchester,RT,2007,10/1/2007,4.3
Manchester,RT,2007,11/1/2007,4.5
Manchester,RT,2007,12/1/2007,4.5
Manchester,RT,2008,1/1/2008,5.1
Manchester,RT,2008,2/1/2008,5.1
Manchester,RT,2008,3/1/2008,5
Manchester,RT,2008,4/1/2008,4.6
Manchester,RT,2008,5/1/2008,5.3
Manchester,RT,2008,6/1/2008,5.5
Manchester,RT,2008,7/1/2008,5.8
Manchester,RT,2008,8/1/2008,6
Manchester,RT,2008,9/1/2008,6
Manchester,RT,2008,10/1/2008,5.8
Manchester,RT,2008,11/1/2008,5.8
Manchester,RT,2008,12/1/2008,6.1
Manchester,RT,2009,1/1/2009,7.4
Manchester,RT,2009,2/1/2009,7.7
Manchester,RT,2009,3/1/2009,7.7
Manchester,RT,2009,4/1/2009,7.8
Manchester,RT,2009,5/1/2009,8.4
Manchester,RT,2009,6/1/2009,8.9
Manchester,RT,2009,7/1/2009,9
Manchester,RT,2009,8/1/2009,8.2
Manchester,RT,2009,9/1/2009,8.1
Manchester,RT,2009,10/1/2009,8.1
Manchester,RT,2009,11/1/2009,7.9
Manchester,RT,2009,12/1/2009,9
Manchester,RT,2010,1/1/2010,9
Manchester,RT,2010,2/1/2010,9
Manchester,RT,2010,3/1/2010,8.7
Manchester,RT,2010,4/1/2010,8.3
Manchester,RT,2010,5/1/2010,8.9
Manchester,RT,2010,6/1/2010,8.9
Manchester,RT,2010,7/1/2010,9.1
Manchester,RT,2010,8/1/2010,9.2
Manchester,RT,2010,9/1/2010,8.8
Manchester,RT,2010,10/1/2010,8.5
Manchester,RT,2010,11/1/2010,8.8
Manchester,RT,2010,12/1/2010,8.4
Manchester,RT,2011,1/1/2011,9.2
Manchester,RT,2011,2/1/2011,9.2
Manchester,RT,2011,3/1/2011,8.6
Manchester,RT,2011,4/1/2011,8.2
Manchester,RT,2011,5/1/2011,8.6
Manchester,RT,2011,6/1/2011,8.7
Manchester,RT,2011,7/1/2011,8.7
Manchester,RT,2011,8/1/2011,8.6
Manchester,RT,2011,9/1/2011,8.2
Manchester,RT,2011,10/1/2011,7.8
Manchester,RT,2011,11/1/2011,7.4
Manchester,RT,2011,12/1/2011,7.1
Manchester,RT,2012,1/1/2012,8
Manchester,RT,2012,2/1/2012,8.9
Manchester,RT,2012,3/1/2012,8.5
Manchester,RT,2012,4/1/2012,8.3
Manchester,RT,2012,5/1/2012,9
Manchester,RT,2012,6/1/2012,9.1
Manchester,RT,2012,7/1/2012,9.3
Manchester,RT,2012,8/1/2012,8.2
Manchester,RT,2012,9/1/2012,7.4
Manchester,RT,2012,10/1/2012,7.7
Manchester,RT,2012,11/1/2012,7.5
Manchester,RT,2012,12/1/2012,7.5
Manchester,RT,2013,1/1/2013,8.6
Manchester,RT,2013,2/1/2013,7.6
Manchester,RT,2013,3/1/2013,7.7
Mansfield,LF,2005,1/1/2005,12325
Mansfield,LF,2005,2/1/2005,12328
Mansfield,LF,2005,3/1/2005,12457
Mansfield,LF,2005,4/1/2005,12507
Mansfield,LF,2005,5/1/2005,12669
Mansfield,LF,2005,6/1/2005,12773
Mansfield,LF,2005,7/1/2005,12973
Mansfield,LF,2005,8/1/2005,12794
Mansfield,LF,2005,9/1/2005,12551
Mansfield,LF,2005,10/1/2005,12651
Mansfield,LF,2005,11/1/2005,12590
Mansfield,LF,2005,12/1/2005,12509
Mansfield,LF,2006,1/1/2006,12605
Mansfield,LF,2006,2/1/2006,12623
Mansfield,LF,2006,3/1/2006,12665
Mansfield,LF,2006,4/1/2006,12662
Mansfield,LF,2006,5/1/2006,12792
Mansfield,LF,2006,6/1/2006,12999
Mansfield,LF,2006,7/1/2006,13255
Mansfield,LF,2006,8/1/2006,13104
Mansfield,LF,2006,9/1/2006,12891
Mansfield,LF,2006,10/1/2006,12931
Mansfield,LF,2006,11/1/2006,12920
Mansfield,LF,2006,12/1/2006,12864
Mansfield,LF,2007,1/1/2007,12914
Mansfield,LF,2007,2/1/2007,12874
Mansfield,LF,2007,3/1/2007,12919
Mansfield,LF,2007,4/1/2007,12955
Mansfield,LF,2007,5/1/2007,13007
Mansfield,LF,2007,6/1/2007,13210
Mansfield,LF,2007,7/1/2007,13419
Mansfield,LF,2007,8/1/2007,13205
Mansfield,LF,2007,9/1/2007,13040
Mansfield,LF,2007,10/1/2007,13060
Mansfield,LF,2007,11/1/2007,13151
Mansfield,LF,2007,12/1/2007,13029
Mansfield,LF,2008,1/1/2008,12837
Mansfield,LF,2008,2/1/2008,12813
Mansfield,LF,2008,3/1/2008,12899
Mansfield,LF,2008,4/1/2008,12941
Mansfield,LF,2008,5/1/2008,13068
Mansfield,LF,2008,6/1/2008,13282
Mansfield,LF,2008,7/1/2008,13570
Mansfield,LF,2008,8/1/2008,13348
Mansfield,LF,2008,9/1/2008,13102
Mansfield,LF,2008,10/1/2008,13189
Mansfield,LF,2008,11/1/2008,13097
Mansfield,LF,2008,12/1/2008,12961
Mansfield,LF,2009,1/1/2009,13115
Mansfield,LF,2009,2/1/2009,13127
Mansfield,LF,2009,3/1/2009,13209
Mansfield,LF,2009,4/1/2009,13286
Mansfield,LF,2009,5/1/2009,13360
Mansfield,LF,2009,6/1/2009,13585
Mansfield,LF,2009,7/1/2009,13862
Mansfield,LF,2009,8/1/2009,13729
Mansfield,LF,2009,9/1/2009,13450
Mansfield,LF,2009,10/1/2009,13447
Mansfield,LF,2009,11/1/2009,13311
Mansfield,LF,2009,12/1/2009,13189
Mansfield,LF,2010,1/1/2010,13769
Mansfield,LF,2010,2/1/2010,13761
Mansfield,LF,2010,3/1/2010,13976
Mansfield,LF,2010,4/1/2010,13994
Mansfield,LF,2010,5/1/2010,14064
Mansfield,LF,2010,6/1/2010,14316
Mansfield,LF,2010,7/1/2010,14452
Mansfield,LF,2010,8/1/2010,14335
Mansfield,LF,2010,9/1/2010,14127
Mansfield,LF,2010,10/1/2010,14191
Mansfield,LF,2010,11/1/2010,14125
Mansfield,LF,2010,12/1/2010,14068
Mansfield,LF,2011,1/1/2011,13998
Mansfield,LF,2011,2/1/2011,14014
Mansfield,LF,2011,3/1/2011,14236
Mansfield,LF,2011,4/1/2011,14038
Mansfield,LF,2011,5/1/2011,14065
Mansfield,LF,2011,6/1/2011,14376
Mansfield,LF,2011,7/1/2011,14405
Mansfield,LF,2011,8/1/2011,14352
Mansfield,LF,2011,9/1/2011,14196
Mansfield,LF,2011,10/1/2011,14271
Mansfield,LF,2011,11/1/2011,14366
Mansfield,LF,2011,12/1/2011,14264
Mansfield,LF,2012,1/1/2012,13708
Mansfield,LF,2012,2/1/2012,13891
Mansfield,LF,2012,3/1/2012,14057
Mansfield,LF,2012,4/1/2012,13724
Mansfield,LF,2012,5/1/2012,13844
Mansfield,LF,2012,6/1/2012,14238
Mansfield,LF,2012,7/1/2012,14251
Mansfield,LF,2012,8/1/2012,14025
Mansfield,LF,2012,9/1/2012,13758
Mansfield,LF,2012,10/1/2012,13883
Mansfield,LF,2012,11/1/2012,13959
Mansfield,LF,2012,12/1/2012,13858
Mansfield,LF,2013,1/1/2013,13735
Mansfield,LF,2013,2/1/2013,13642
Mansfield,LF,2013,3/1/2013,13813
Mansfield,EMP,2005,1/1/2005,11820
Mansfield,EMP,2005,2/1/2005,11820
Mansfield,EMP,2005,3/1/2005,11914
Mansfield,EMP,2005,4/1/2005,11995
Mansfield,EMP,2005,5/1/2005,12034
Mansfield,EMP,2005,6/1/2005,12122
Mansfield,EMP,2005,7/1/2005,12216
Mansfield,EMP,2005,8/1/2005,12197
Mansfield,EMP,2005,9/1/2005,12068
Mansfield,EMP,2005,10/1/2005,12210
Mansfield,EMP,2005,11/1/2005,12178
Mansfield,EMP,2005,12/1/2005,12120
Mansfield,EMP,2006,1/1/2006,12103
Mansfield,EMP,2006,2/1/2006,12117
Mansfield,EMP,2006,3/1/2006,12201
Mansfield,EMP,2006,4/1/2006,12255
Mansfield,EMP,2006,5/1/2006,12301
Mansfield,EMP,2006,6/1/2006,12404
Mansfield,EMP,2006,7/1/2006,12533
Mansfield,EMP,2006,8/1/2006,12508
Mansfield,EMP,2006,9/1/2006,12382
Mansfield,EMP,2006,10/1/2006,12558
Mansfield,EMP,2006,11/1/2006,12530
Mansfield,EMP,2006,12/1/2006,12454
Mansfield,EMP,2007,1/1/2007,12375
Mansfield,EMP,2007,2/1/2007,12386
Mansfield,EMP,2007,3/1/2007,12500
Mansfield,EMP,2007,4/1/2007,12493
Mansfield,EMP,2007,5/1/2007,12519
Mansfield,EMP,2007,6/1/2007,12633
Mansfield,EMP,2007,7/1/2007,12698
Mansfield,EMP,2007,8/1/2007,12625
Mansfield,EMP,2007,9/1/2007,12559
Mansfield,EMP,2007,10/1/2007,12637
Mansfield,EMP,2007,11/1/2007,12680
Mansfield,EMP,2007,12/1/2007,12548
Mansfield,EMP,2008,1/1/2008,12319
Mansfield,EMP,2008,2/1/2008,12328
Mansfield,EMP,2008,3/1/2008,12425
Mansfield,EMP,2008,4/1/2008,12479
Mansfield,EMP,2008,5/1/2008,12452
Mansfield,EMP,2008,6/1/2008,12573
Mansfield,EMP,2008,7/1/2008,12658
Mansfield,EMP,2008,8/1/2008,12582
Mansfield,EMP,2008,9/1/2008,12479
Mansfield,EMP,2008,10/1/2008,12591
Mansfield,EMP,2008,11/1/2008,12508
Mansfield,EMP,2008,12/1/2008,12362
Mansfield,EMP,2009,1/1/2009,12480
Mansfield,EMP,2009,2/1/2009,12502
Mansfield,EMP,2009,3/1/2009,12530
Mansfield,EMP,2009,4/1/2009,12645
Mansfield,EMP,2009,5/1/2009,12599
Mansfield,EMP,2009,6/1/2009,12673
Mansfield,EMP,2009,7/1/2009,12758
Mansfield,EMP,2009,8/1/2009,12671
Mansfield,EMP,2009,9/1/2009,12512
Mansfield,EMP,2009,10/1/2009,12603
Mansfield,EMP,2009,11/1/2009,12585
Mansfield,EMP,2009,12/1/2009,12410
Mansfield,EMP,2010,1/1/2010,12825
Mansfield,EMP,2010,2/1/2010,12857
Mansfield,EMP,2010,3/1/2010,12975
Mansfield,EMP,2010,4/1/2010,13096
Mansfield,EMP,2010,5/1/2010,13023
Mansfield,EMP,2010,6/1/2010,13088
Mansfield,EMP,2010,7/1/2010,13124
Mansfield,EMP,2010,8/1/2010,13105
Mansfield,EMP,2010,9/1/2010,13081
Mansfield,EMP,2010,10/1/2010,13175
Mansfield,EMP,2010,11/1/2010,13147
Mansfield,EMP,2010,12/1/2010,13065
Mansfield,EMP,2011,1/1/2011,12948
Mansfield,EMP,2011,2/1/2011,12975
Mansfield,EMP,2011,3/1/2011,13082
Mansfield,EMP,2011,4/1/2011,13131
Mansfield,EMP,2011,5/1/2011,13101
Mansfield,EMP,2011,6/1/2011,13127
Mansfield,EMP,2011,7/1/2011,13137
Mansfield,EMP,2011,8/1/2011,13180
Mansfield,EMP,2011,9/1/2011,13177
Mansfield,EMP,2011,10/1/2011,13327
Mansfield,EMP,2011,11/1/2011,13363
Mansfield,EMP,2011,12/1/2011,13304
Mansfield,EMP,2012,1/1/2012,12762
Mansfield,EMP,2012,2/1/2012,12838
Mansfield,EMP,2012,3/1/2012,12902
Mansfield,EMP,2012,4/1/2012,12927
Mansfield,EMP,2012,5/1/2012,12903
Mansfield,EMP,2012,6/1/2012,12948
Mansfield,EMP,2012,7/1/2012,12951
Mansfield,EMP,2012,8/1/2012,12861
Mansfield,EMP,2012,9/1/2012,12883
Mansfield,EMP,2012,10/1/2012,12974
Mansfield,EMP,2012,11/1/2012,12947
Mansfield,EMP,2012,12/1/2012,12881
Mansfield,EMP,2013,1/1/2013,12709
Mansfield,EMP,2013,2/1/2013,12727
Mansfield,EMP,2013,3/1/2013,12778
Mansfield,UN,2005,1/1/2005,505
Mansfield,UN,2005,2/1/2005,508
Mansfield,UN,2005,3/1/2005,543
Mansfield,UN,2005,4/1/2005,512
Mansfield,UN,2005,5/1/2005,635
Mansfield,UN,2005,6/1/2005,651
Mansfield,UN,2005,7/1/2005,757
Mansfield,UN,2005,8/1/2005,597
Mansfield,UN,2005,9/1/2005,483
Mansfield,UN,2005,10/1/2005,441
Mansfield,UN,2005,11/1/2005,412
Mansfield,UN,2005,12/1/2005,389
Mansfield,UN,2006,1/1/2006,502
Mansfield,UN,2006,2/1/2006,506
Mansfield,UN,2006,3/1/2006,464
Mansfield,UN,2006,4/1/2006,407
Mansfield,UN,2006,5/1/2006,491
Mansfield,UN,2006,6/1/2006,595
Mansfield,UN,2006,7/1/2006,722
Mansfield,UN,2006,8/1/2006,596
Mansfield,UN,2006,9/1/2006,509
Mansfield,UN,2006,10/1/2006,373
Mansfield,UN,2006,11/1/2006,390
Mansfield,UN,2006,12/1/2006,410
Mansfield,UN,2007,1/1/2007,539
Mansfield,UN,2007,2/1/2007,488
Mansfield,UN,2007,3/1/2007,419
Mansfield,UN,2007,4/1/2007,462
Mansfield,UN,2007,5/1/2007,488
Mansfield,UN,2007,6/1/2007,577
Mansfield,UN,2007,7/1/2007,721
Mansfield,UN,2007,8/1/2007,580
Mansfield,UN,2007,9/1/2007,481
Mansfield,UN,2007,10/1/2007,423
Mansfield,UN,2007,11/1/2007,471
Mansfield,UN,2007,12/1/2007,481
Mansfield,UN,2008,1/1/2008,518
Mansfield,UN,2008,2/1/2008,485
Mansfield,UN,2008,3/1/2008,474
Mansfield,UN,2008,4/1/2008,462
Mansfield,UN,2008,5/1/2008,616
Mansfield,UN,2008,6/1/2008,709
Mansfield,UN,2008,7/1/2008,912
Mansfield,UN,2008,8/1/2008,766
Mansfield,UN,2008,9/1/2008,623
Mansfield,UN,2008,10/1/2008,598
Mansfield,UN,2008,11/1/2008,589
Mansfield,UN,2008,12/1/2008,599
Mansfield,UN,2009,1/1/2009,635
Mansfield,UN,2009,2/1/2009,625
Mansfield,UN,2009,3/1/2009,679
Mansfield,UN,2009,4/1/2009,641
Mansfield,UN,2009,5/1/2009,761
Mansfield,UN,2009,6/1/2009,912
Mansfield,UN,2009,7/1/2009,1104
Mansfield,UN,2009,8/1/2009,1058
Mansfield,UN,2009,9/1/2009,938
Mansfield,UN,2009,10/1/2009,844
Mansfield,UN,2009,11/1/2009,726
Mansfield,UN,2009,12/1/2009,779
Mansfield,UN,2010,1/1/2010,944
Mansfield,UN,2010,2/1/2010,904
Mansfield,UN,2010,3/1/2010,1001
Mansfield,UN,2010,4/1/2010,898
Mansfield,UN,2010,5/1/2010,1041
Mansfield,UN,2010,6/1/2010,1228
Mansfield,UN,2010,7/1/2010,1328
Mansfield,UN,2010,8/1/2010,1230
Mansfield,UN,2010,9/1/2010,1046
Mansfield,UN,2010,10/1/2010,1016
Mansfield,UN,2010,11/1/2010,978
Mansfield,UN,2010,12/1/2010,1003
Mansfield,UN,2011,1/1/2011,1050
Mansfield,UN,2011,2/1/2011,1039
Mansfield,UN,2011,3/1/2011,1154
Mansfield,UN,2011,4/1/2011,907
Mansfield,UN,2011,5/1/2011,964
Mansfield,UN,2011,6/1/2011,1249
Mansfield,UN,2011,7/1/2011,1268
Mansfield,UN,2011,8/1/2011,1172
Mansfield,UN,2011,9/1/2011,1019
Mansfield,UN,2011,10/1/2011,944
Mansfield,UN,2011,11/1/2011,1003
Mansfield,UN,2011,12/1/2011,960
Mansfield,UN,2012,1/1/2012,946
Mansfield,UN,2012,2/1/2012,1053
Mansfield,UN,2012,3/1/2012,1155
Mansfield,UN,2012,4/1/2012,797
Mansfield,UN,2012,5/1/2012,941
Mansfield,UN,2012,6/1/2012,1290
Mansfield,UN,2012,7/1/2012,1300
Mansfield,UN,2012,8/1/2012,1164
Mansfield,UN,2012,9/1/2012,875
Mansfield,UN,2012,10/1/2012,909
Mansfield,UN,2012,11/1/2012,1012
Mansfield,UN,2012,12/1/2012,977
Mansfield,UN,2013,1/1/2013,1026
Mansfield,UN,2013,2/1/2013,915
Mansfield,UN,2013,3/1/2013,1035
Mansfield,RT,2005,1/1/2005,4.1
Mansfield,RT,2005,2/1/2005,4.1
Mansfield,RT,2005,3/1/2005,4.4
Mansfield,RT,2005,4/1/2005,4.1
Mansfield,RT,2005,5/1/2005,5
Mansfield,RT,2005,6/1/2005,5.1
Mansfield,RT,2005,7/1/2005,5.8
Mansfield,RT,2005,8/1/2005,4.7
Mansfield,RT,2005,9/1/2005,3.8
Mansfield,RT,2005,10/1/2005,3.5
Mansfield,RT,2005,11/1/2005,3.3
Mansfield,RT,2005,12/1/2005,3.1
Mansfield,RT,2006,1/1/2006,4
Mansfield,RT,2006,2/1/2006,4
Mansfield,RT,2006,3/1/2006,3.7
Mansfield,RT,2006,4/1/2006,3.2
Mansfield,RT,2006,5/1/2006,3.8
Mansfield,RT,2006,6/1/2006,4.6
Mansfield,RT,2006,7/1/2006,5.4
Mansfield,RT,2006,8/1/2006,4.5
Mansfield,RT,2006,9/1/2006,3.9
Mansfield,RT,2006,10/1/2006,2.9
Mansfield,RT,2006,11/1/2006,3
Mansfield,RT,2006,12/1/2006,3.2
Mansfield,RT,2007,1/1/2007,4.2
Mansfield,RT,2007,2/1/2007,3.8
Mansfield,RT,2007,3/1/2007,3.2
Mansfield,RT,2007,4/1/2007,3.6
Mansfield,RT,2007,5/1/2007,3.8
Mansfield,RT,2007,6/1/2007,4.4
Mansfield,RT,2007,7/1/2007,5.4
Mansfield,RT,2007,8/1/2007,4.4
Mansfield,RT,2007,9/1/2007,3.7
Mansfield,RT,2007,10/1/2007,3.2
Mansfield,RT,2007,11/1/2007,3.6
Mansfield,RT,2007,12/1/2007,3.7
Mansfield,RT,2008,1/1/2008,4
Mansfield,RT,2008,2/1/2008,3.8
Mansfield,RT,2008,3/1/2008,3.7
Mansfield,RT,2008,4/1/2008,3.6
Mansfield,RT,2008,5/1/2008,4.7
Mansfield,RT,2008,6/1/2008,5.3
Mansfield,RT,2008,7/1/2008,6.7
Mansfield,RT,2008,8/1/2008,5.7
Mansfield,RT,2008,9/1/2008,4.8
Mansfield,RT,2008,10/1/2008,4.5
Mansfield,RT,2008,11/1/2008,4.5
Mansfield,RT,2008,12/1/2008,4.6
Mansfield,RT,2009,1/1/2009,4.8
Mansfield,RT,2009,2/1/2009,4.8
Mansfield,RT,2009,3/1/2009,5.1
Mansfield,RT,2009,4/1/2009,4.8
Mansfield,RT,2009,5/1/2009,5.7
Mansfield,RT,2009,6/1/2009,6.7
Mansfield,RT,2009,7/1/2009,8
Mansfield,RT,2009,8/1/2009,7.7
Mansfield,RT,2009,9/1/2009,7
Mansfield,RT,2009,10/1/2009,6.3
Mansfield,RT,2009,11/1/2009,5.5
Mansfield,RT,2009,12/1/2009,5.9
Mansfield,RT,2010,1/1/2010,6.9
Mansfield,RT,2010,2/1/2010,6.6
Mansfield,RT,2010,3/1/2010,7.2
Mansfield,RT,2010,4/1/2010,6.4
Mansfield,RT,2010,5/1/2010,7.4
Mansfield,RT,2010,6/1/2010,8.6
Mansfield,RT,2010,7/1/2010,9.2
Mansfield,RT,2010,8/1/2010,8.6
Mansfield,RT,2010,9/1/2010,7.4
Mansfield,RT,2010,10/1/2010,7.2
Mansfield,RT,2010,11/1/2010,6.9
Mansfield,RT,2010,12/1/2010,7.1
Mansfield,RT,2011,1/1/2011,7.5
Mansfield,RT,2011,2/1/2011,7.4
Mansfield,RT,2011,3/1/2011,8.1
Mansfield,RT,2011,4/1/2011,6.5
Mansfield,RT,2011,5/1/2011,6.9
Mansfield,RT,2011,6/1/2011,8.7
Mansfield,RT,2011,7/1/2011,8.8
Mansfield,RT,2011,8/1/2011,8.2
Mansfield,RT,2011,9/1/2011,7.2
Mansfield,RT,2011,10/1/2011,6.6
Mansfield,RT,2011,11/1/2011,7
Mansfield,RT,2011,12/1/2011,6.7
Mansfield,RT,2012,1/1/2012,6.9
Mansfield,RT,2012,2/1/2012,7.6
Mansfield,RT,2012,3/1/2012,8.2
Mansfield,RT,2012,4/1/2012,5.8
Mansfield,RT,2012,5/1/2012,6.8
Mansfield,RT,2012,6/1/2012,9.1
Mansfield,RT,2012,7/1/2012,9.1
Mansfield,RT,2012,8/1/2012,8.3
